Energy,Momentum,Parton,CTEQ6D Value,CTEQ6L1 Value
1,22,0,0.0,0.0
1,23,0,0.0,0.0
1,24,0,0.0,0.0
1,25,0,0.0,0.0
1,26,0,0.0,0.0
1,27,0,0.0,0.0
1,28,0,0.0,0.0
1,29,0,0.0,0.0
1,30,0,0.0,0.0
1,31,0,0.0,0.0
1,32,0,0.0,0.0
1,33,0,0.0,0.0
1,34,0,0.0,0.0
1,35,0,0.0,0.0
1,36,0,0.0,0.0
1,37,0,0.0,0.0
1,38,0,0.0,0.0
1,39,0,0.0,0.0
1,40,0,0.0,0.0
1,41,0,0.0,0.0
1,42,0,0.0,0.0
1,43,0,0.0,0.0
1,44,0,0.0,0.0
1,45,0,0.0,0.0
1,46,0,0.0,0.0
1,47,0,0.0,0.0
1,48,0,0.0,0.0
1,49,0,0.0,0.0
1,50,0,0.0,0.0
1,51,0,0.0,0.0
1,52,0,0.0,0.0
1,53,0,0.0,0.0
1,54,0,0.0,0.0
1,55,0,0.0,0.0
1,56,0,0.0,0.0
1,57,0,0.0,0.0
1,58,0,0.0,0.0
1,59,0,0.0,0.0
1,60,0,0.0,0.0
1,61,0,0.0,0.0
1,62,0,0.0,0.0
1,63,0,0.0,0.0
1,64,0,0.0,0.0
1,65,0,0.0,0.0
1,66,0,0.0,0.0
1,67,0,0.0,0.0
1,68,0,0.0,0.0
1,69,0,0.0,0.0
1,70,0,0.0,0.0
1,71,0,0.0,0.0
1,72,0,0.0,0.0
1,73,0,0.0,0.0
1,74,0,0.0,0.0
1,75,0,0.0,0.0
1,76,0,0.0,0.0
1,77,0,0.0,0.0
1,78,0,0.0,0.0
1,79,0,0.0,0.0
1,80,0,0.0,0.0
1,81,0,0.0,0.0
1,82,0,0.0,0.0
1,83,0,0.0,0.0
1,84,0,0.0,0.0
1,85,0,0.0,0.0
1,86,0,0.0,0.0
1,87,0,0.0,0.0
1,88,0,0.0,0.0
1,89,0,0.0,0.0
1,90,0,0.0,0.0
1,91,0,0.0,0.0
1,92,0,0.0,0.0
1,93,0,0.0,0.0
1,94,0,0.0,0.0
1,95,0,0.0,0.0
2,0,0,0.0,0.0
2,1,0,0.0,0.0
2,2,0,0.0,0.0
2,3,0,0.0,0.0
2,4,0,0.0,0.0
2,5,0,0.0,0.0
2,6,0,0.0,0.0
2,7,0,0.0,0.0
2,8,0,0.0,0.0
2,9,0,0.0,0.0
2,10,0,0.0,0.0
2,11,0,0.0,0.0
2,12,0,0.0,0.0
2,13,0,0.0,0.0
2,14,0,0.0,0.0
2,15,0,0.0,0.0
2,16,0,0.0,0.0
2,17,0,0.0,0.0
2,18,0,0.0,0.0
2,19,0,0.0,0.0
2,20,0,0.0,0.0
2,21,0,0.0,0.0
2,22,0,0.0,0.0
2,23,0,0.0,0.0
2,24,0,0.0,0.0
2,25,0,0.0,0.0
2,26,0,0.0,0.0
2,27,0,0.0,0.0
2,28,0,0.0,0.0
2,29,0,0.0,0.0
2,30,0,0.0,0.0
2,31,0,0.0,0.0
2,32,0,0.0,0.0
2,33,0,0.0,0.0
2,34,0,0.0,0.0
2,35,0,0.0,0.0
2,36,0,0.0,0.0
2,37,0,0.0,0.0
2,38,0,0.0,0.0
2,39,0,0.0,0.0
2,40,0,0.0,0.0
2,41,0,0.0,0.0
2,42,0,0.0,0.0
2,43,0,0.0,0.0
2,44,0,0.0,0.0
2,45,0,0.0,0.0
2,46,0,0.0,0.0
2,47,0,0.0,0.0
2,48,0,0.0,0.0
2,49,0,0.0,0.0
2,50,0,0.0,0.0
2,51,0,0.0,0.0
2,52,0,0.0,0.0
2,53,0,0.0,0.0
2,54,0,0.0,0.0
2,55,0,0.0,0.0
2,56,0,0.0,0.0
2,57,0,0.0,0.0
2,58,0,0.0,0.0
2,59,0,0.0,0.0
2,60,0,0.0,0.0
2,61,0,0.0,0.0
2,62,0,0.0,0.0
2,63,0,0.0,0.0
2,64,0,0.0,0.0
2,65,0,0.0,0.0
2,66,0,0.0,0.0
2,67,0,0.0,0.0
2,68,0,0.0,0.0
2,69,0,0.0,0.0
2,70,0,0.0,0.0
2,71,0,0.0,0.0
2,72,0,0.0,0.0
2,73,0,0.0,0.0
2,74,0,0.0,0.0
2,75,0,0.0,0.0
2,76,0,0.0,0.0
2,77,0,0.0,0.0
2,78,0,0.0,0.0
2,79,0,0.0,0.0
2,80,0,0.0,0.0
2,81,0,0.0,0.0
2,82,0,0.0,0.0
2,83,0,0.0,0.0
2,84,0,0.0,0.0
2,85,0,0.0,0.0
2,86,0,0.0,0.0
2,87,0,0.0,0.0
2,88,0,0.0,0.0
2,89,0,0.0,0.0
2,90,0,0.0,0.0
2,91,0,0.0,0.0
2,92,0,0.0,0.0
2,93,0,0.0,0.0
2,94,0,0.0,0.0
2,95,0,0.0,0.0
3,0,0,0.0,0.0
3,1,0,0.0,0.0
3,2,0,0.0,0.0
3,3,0,0.0,0.0
3,4,0,0.0,0.0
3,5,0,0.0,0.0
3,6,0,0.0,0.0
3,7,0,0.0,0.0
3,8,0,0.0,0.0
3,9,0,0.0,0.0
3,10,0,0.0,0.0
3,11,0,0.0,0.0
3,12,0,0.0,0.0
3,13,0,0.0,0.0
3,14,0,0.0,0.0
3,15,0,0.0,0.0
3,16,0,0.0,0.0
3,17,0,0.0,0.0
3,18,0,0.0,0.0
3,19,0,0.0,0.0
3,20,0,0.0,0.0
3,21,0,0.0,0.0
3,22,0,0.0,0.0
3,23,0,0.0,0.0
3,24,0,0.0,0.0
3,25,0,0.0,0.0
3,26,0,0.0,0.0
3,27,0,0.0,0.0
3,28,0,0.0,0.0
3,29,0,0.0,0.0
3,30,0,0.0,0.0
3,31,0,0.0,0.0
3,32,0,0.0,0.0
3,33,0,0.0,0.0
3,34,0,0.0,0.0
3,35,0,0.0,0.0
3,36,0,0.0,0.0
3,37,0,0.0,0.0
3,38,0,0.0,0.0
3,39,0,0.0,0.0
3,40,0,0.0,0.0
3,41,0,0.0,0.0
3,42,0,0.0,0.0
3,43,0,0.0,0.0
3,44,0,0.0,0.0
3,45,0,0.0,0.0
3,46,0,0.0,0.0
3,47,0,0.0,0.0
3,48,0,0.0,0.0
3,49,0,0.0,0.0
3,50,0,0.0,0.0
3,51,0,0.0,0.0
3,52,0,0.0,0.0
3,53,0,0.0,0.0
3,54,0,0.0,0.0
3,55,0,0.0,0.0
3,56,0,0.0,0.0
3,57,0,0.0,0.0
3,58,0,0.0,0.0
3,59,0,0.0,0.0
3,60,0,0.0,0.0
3,61,0,0.0,0.0
3,62,0,0.0,0.0
3,63,0,0.0,0.0
3,64,0,0.0,0.0
3,65,0,0.0,0.0
3,66,0,0.0,0.0
3,67,0,0.0,0.0
3,68,0,0.0,0.0
3,69,0,0.0,0.0
3,70,0,0.0,0.0
3,71,0,0.0,0.0
3,72,0,0.0,0.0
3,73,0,0.0,0.0
3,74,0,0.0,0.0
3,75,0,0.0,0.0
3,76,0,0.0,0.0
3,77,0,0.0,0.0
3,78,0,0.0,0.0
3,79,0,0.0,0.0
3,80,0,0.0,0.0
3,81,0,0.0,0.0
3,82,0,0.0,0.0
3,83,0,0.0,0.0
3,84,0,0.0,0.0
3,85,0,0.0,0.0
3,86,0,0.0,0.0
3,87,0,0.0,0.0
3,88,0,0.0,0.0
3,89,0,0.0,0.0
3,90,0,0.0,0.0
3,91,0,0.0,0.0
3,92,0,0.0,0.0
3,93,0,0.0,0.0
3,94,0,0.0,0.0
3,95,0,0.0,0.0
4,0,0,0.0,0.0
4,1,0,0.0,0.0
4,2,0,0.0,0.0
4,3,0,0.0,0.0
4,4,0,0.0,0.0
4,5,0,0.0,0.0
4,6,0,0.0,0.0
4,7,0,0.0,0.0
4,8,0,0.0,0.0
4,9,0,0.0,0.0
4,10,0,0.0,0.0
4,11,0,0.0,0.0
4,12,0,0.0,0.0
4,13,0,0.0,0.0
4,14,0,0.0,0.0
4,15,0,0.0,0.0
4,16,0,0.0,0.0
4,17,0,0.0,0.0
4,18,0,0.0,0.0
4,19,0,0.0,0.0
4,20,0,0.0,0.0
4,21,0,0.0,0.0
4,22,0,0.0,0.0
4,23,0,0.0,0.0
4,24,0,0.0,0.0
4,25,0,0.0,0.0
4,26,0,0.0,0.0
4,27,0,0.0,0.0
4,28,0,0.0,0.0
4,29,0,0.0,0.0
4,30,0,0.0,0.0
4,31,0,0.0,0.0
4,32,0,0.0,0.0
4,33,0,0.0,0.0
4,34,0,0.0,0.0
4,35,0,0.0,0.0
4,36,0,0.0,0.0
4,37,0,0.0,0.0
4,38,0,0.0,0.0
4,39,0,0.0,0.0
4,40,0,0.0,0.0
4,41,0,0.0,0.0
4,42,0,0.0,0.0
4,43,0,0.0,0.0
4,44,0,0.0,0.0
4,45,0,0.0,0.0
4,46,0,0.0,0.0
4,47,0,0.0,0.0
4,48,0,0.0,0.0
4,49,0,0.0,0.0
4,50,0,0.0,0.0
4,51,0,0.0,0.0
4,52,0,0.0,0.0
4,53,0,0.0,0.0
4,54,0,0.0,0.0
4,55,0,0.0,0.0
4,56,0,0.0,0.0
4,57,0,0.0,0.0
4,58,0,0.0,0.0
4,59,0,0.0,0.0
4,60,0,0.0,0.0
4,61,0,0.0,0.0
4,62,0,0.0,0.0
4,63,0,0.0,0.0
4,64,0,0.0,0.0
4,65,0,0.0,0.0
4,66,0,0.0,0.0
4,67,0,0.0,0.0
4,68,0,0.0,0.0
4,69,0,0.0,0.0
4,70,0,0.0,0.0
4,71,0,0.0,0.0
4,72,0,0.0,0.0
4,73,0,0.0,0.0
4,74,0,0.0,0.0
4,75,0,0.0,0.0
4,76,0,0.0,0.0
4,77,0,0.0,0.0
4,78,0,0.0,0.0
4,79,0,0.0,0.0
4,80,0,0.0,0.0
4,81,0,0.0,0.0
4,82,0,0.0,0.0
4,83,0,0.0,0.0
4,84,0,0.0,0.0
4,85,0,0.0,0.0
4,86,0,0.0,0.0
4,87,0,0.0,0.0
4,88,0,0.0,0.0
4,89,0,0.0,0.0
4,90,0,0.0,0.0
4,91,0,0.0,0.0
4,92,0,0.0,0.0
4,93,0,0.0,0.0
4,94,0,0.0,0.0
4,95,0,0.0,0.0
5,0,0,0.0,0.0
5,1,0,0.0,0.0
5,2,0,0.0,0.0
5,3,0,0.0,0.0
5,4,0,0.0,0.0
5,5,0,0.0,0.0
5,6,0,0.0,0.0
5,7,0,0.0,0.0
5,8,0,0.0,0.0
5,9,0,0.0,0.0
5,10,0,0.0,0.0
5,11,0,0.0,0.0
5,12,0,0.0,0.0
5,13,0,0.0,0.0
5,14,0,0.0,0.0
5,15,0,0.0,0.0
5,16,0,0.0,0.0
5,17,0,0.0,0.0
5,18,0,0.0,0.0
5,19,0,0.0,0.0
5,20,0,0.0,0.0
5,21,0,0.0,0.0
5,22,0,0.0,0.0
5,23,0,0.0,0.0
5,24,0,0.0,0.0
5,25,0,0.0,0.0
5,26,0,0.0,0.0
5,27,0,0.0,0.0
5,28,0,0.0,0.0
5,29,0,0.0,0.0
5,30,0,0.0,0.0
5,31,0,0.0,0.0
5,32,0,0.0,0.0
5,33,0,0.0,0.0
5,34,0,0.0,0.0
5,35,0,0.0,0.0
5,36,0,0.0,0.0
5,37,0,0.0,0.0
5,38,0,0.0,0.0
5,39,0,0.0,0.0
5,40,0,0.0,0.0
5,41,0,0.0,0.0
5,42,0,0.0,0.0
5,43,0,0.0,0.0
5,44,0,0.0,0.0
5,45,0,0.0,0.0
5,46,0,0.0,0.0
5,47,0,0.0,0.0
5,48,0,0.0,0.0
5,49,0,0.0,0.0
5,50,0,0.0,0.0
5,51,0,0.0,0.0
5,52,0,0.0,0.0
5,53,0,0.0,0.0
5,54,0,0.0,0.0
5,55,0,0.0,0.0
5,56,0,0.0,0.0
5,57,0,0.0,0.0
5,58,0,0.0,0.0
5,59,0,0.0,0.0
5,60,0,0.0,0.0
5,61,0,0.0,0.0
5,62,0,0.0,0.0
5,63,0,0.0,0.0
5,64,0,0.0,0.0
5,65,0,0.0,0.0
5,66,0,0.0,0.0
5,67,0,0.0,0.0
5,68,0,0.0,0.0
5,69,0,0.0,0.0
5,70,0,0.0,0.0
5,71,0,0.0,0.0
5,72,0,0.0,0.0
5,73,0,0.0,0.0
5,74,0,0.0,0.0
5,75,0,0.0,0.0
5,76,0,0.0,0.0
5,77,0,0.0,0.0
5,78,0,0.0,0.0
5,79,0,0.0,0.0
5,80,0,0.0,0.0
5,81,0,0.0,0.0
5,82,0,0.0,0.0
5,83,0,0.0,0.0
5,84,0,0.0,0.0
5,85,0,0.0,0.0
5,86,0,0.0,0.0
5,87,0,0.0,0.0
5,88,0,0.0,0.0
5,89,0,0.0,0.0
5,90,0,0.0,0.0
5,91,0,0.0,0.0
5,92,0,0.0,0.0
5,93,0,0.0,0.0
5,94,0,0.0,0.0
5,95,0,0.0,0.0
6,0,0,3090440.0,3691260.0
6,1,0,0.0,1.86219e-10
6,2,0,0.0,0.0
6,3,0,0.0,9.31095e-11
6,4,0,0.0,0.0
6,5,0,0.0,0.0
6,6,0,1.16529e-11,0.0
6,7,0,0.0,0.0
6,8,0,5.82645e-12,1.16529e-11
6,9,0,0.0,5.82645e-12
6,10,0,1.16387e-11,1.16387e-11
6,11,0,5.81935e-12,5.81935e-12
6,12,0,0.0,0.0
6,13,0,0.0,0.0
6,14,0,0.0,1.45661e-12
6,15,0,0.0,0.0
6,16,0,1.45484e-12,1.45484e-12
6,17,0,1.45484e-12,0.0
6,18,0,0.0,0.0
6,19,0,0.0,0.0
6,20,0,1.82077e-13,3.63709e-13
6,21,0,0.0,3.63709e-13
6,22,0,0.0,0.0
6,23,0,0.0,0.0
6,24,0,0.0,0.0
6,25,0,9.09273e-14,0.0
6,26,0,0.0,9.09273e-14
6,27,0,2.27596e-14,4.54636e-14
6,28,0,0.0,0.0
6,29,0,2.27318e-14,1.13798e-14
6,30,0,0.0,0.0
6,31,0,0.0,0.0
6,32,0,1.13659e-14,5.68989e-15
6,33,0,0.0,0.0
6,34,0,0.0,5.68295e-15
6,35,0,0.0,2.84495e-15
6,36,0,0.0,1.42247e-15
6,37,0,2.84148e-15,0.0
6,38,0,0.0,0.0
6,39,0,7.11237e-16,0.0
6,40,0,0.0,0.0
6,41,0,0.0,0.0
6,42,0,0.0,3.55618e-16
6,43,0,0.0,1.77809e-16
6,44,0,0.0,0.0
6,45,0,1.77809e-16,1.77809e-16
6,46,0,0.0,0.0
6,47,0,1.77592e-16,0.0
6,48,0,1.77592e-16,0.0
6,49,0,0.0,0.0
6,50,0,4.44523e-17,8.87962e-17
6,51,0,8.87962e-17,0.0
6,52,0,0.0,4.44523e-17
6,53,0,8.87962e-17,4.44523e-17
6,54,0,0.0,4.43981e-17
6,55,0,0.0,0.0
6,56,0,0.0,0.0
6,57,0,0.0,4.43981e-17
6,58,0,0.0,4.43981e-17
6,59,0,0.0,2.2199e-17
6,60,0,0.0,0.0
6,61,0,0.0,0.0
6,62,0,0.0,0.0
6,63,0,1.11131e-17,0.0
6,64,0,0.0,0.0
6,65,0,0.0,0.0
6,66,0,0.0,1.10995e-17
6,67,0,0.0,5.55654e-18
6,68,0,5.55654e-18,0.0
6,69,0,2.77827e-18,0.0
6,70,0,2.77827e-18,2.77827e-18
6,71,0,2.77827e-18,0.0
6,72,0,0.0,2.77827e-18
6,73,0,0.0,0.0
6,74,0,0.0,0.0
6,75,0,0.0,0.0
6,76,0,0.0,0.0
6,77,0,0.0,6.94567e-19
6,78,0,0.0,0.0
6,79,0,0.0,0.0
6,80,0,6.94567e-19,6.9372e-19
6,81,0,0.0,3.47284e-19
6,82,0,3.47284e-19,6.9372e-19
6,83,0,3.4686e-19,0.0
6,84,0,1.73642e-19,0.0
6,85,0,0.0,0.0
6,86,0,8.68209e-20,1.7343e-19
6,87,0,0.0,0.0
6,88,0,0.0,0.0
6,89,0,2.17052e-20,0.0
6,90,0,0.0,1.08526e-20
6,91,0,0.0,1.08394e-20
6,92,0,5.41969e-21,0.0
6,93,0,0.0,3.39144e-22
6,94,0,1.69572e-22,0.0
6,95,0,0.0,0.0
7,0,0,1056750.0,1374730.0
7,1,0,787842.0,1021590.0
7,2,0,576368.0,743741.0
7,3,0,422332.0,541190.0
7,4,0,308567.0,393538.0
7,5,0,225801.0,285970.0
7,6,0,164739.0,207654.0
7,7,0,120379.0,150673.0
7,8,0,87688.8,109242.0
7,9,0,63977.5,79140.0
7,10,0,46525.3,57284.2
7,11,0,33888.0,41428.0
7,12,0,24599.0,29933.5
7,13,0,17884.8,21607.7
7,14,0,12956.5,15582.2
7,15,0,9401.3,11225.4
7,16,0,6795.92,8078.12
7,17,0,4920.43,5806.68
7,18,0,3548.42,4169.05
7,19,0,2563.07,2989.6
7,20,0,1843.62,2141.08
7,21,0,1328.22,1531.33
7,22,0,952.707,1093.69
7,23,0,684.462,779.973
7,24,0,489.483,555.383
7,25,0,350.636,394.825
7,26,0,249.869,280.239
7,27,0,177.552,197.503
7,28,0,126.15,139.71
7,29,0,89.7954,98.6437
7,30,0,63.5749,69.5144
7,31,0,45.0985,48.8893
7,32,0,31.7988,34.294
7,33,0,22.4736,24.0082
7,34,0,15.7959,16.775
7,35,0,11.1354,11.7014
7,36,0,7.80613,8.14734
7,37,0,5.49272,5.66467
7,38,0,3.84402,3.93425
7,39,0,2.70282,2.73067
7,40,0,1.89095,1.89515
7,41,0,1.33072,1.31606
7,42,0,0.932139,0.915169
7,43,0,0.65742,0.637444
7,44,0,0.46209,0.445818
7,45,0,0.32745,0.312821
7,46,0,0.231234,0.220453
7,47,0,0.164908,0.156104
7,48,0,0.117251,0.111101
7,49,0,0.0843711,0.0794875
7,50,0,0.060566,0.0571754
7,51,0,0.0440971,0.0413411
7,52,0,0.0321058,0.0300937
7,53,0,0.0237202,0.0219609
7,54,0,0.0175222,0.0161069
7,55,0,0.0131757,0.011855
7,56,0,0.00992342,0.00875019
7,57,0,0.00761416,0.00647204
7,58,0,0.00585184,0.00479282
7,59,0,0.00458307,0.00356186
7,60,0,0.00358869,0.00263895
7,61,0,0.00287075,0.00195605
7,62,0,0.00229353,0.00144781
7,63,0,0.00186541,0.00106958
7,64,0,0.00150825,0.000787407
7,65,0,0.00123923,0.000577324
7,66,0,0.00100938,0.000421143
7,67,0,0.000832422,0.000305181
7,68,0,0.000677578,0.000219516
7,69,0,0.00055673,0.000156234
7,70,0,0.000449466,0.000110202
7,71,0,0.000365687,7.63331e-05
7,72,0,0.000291455,5.18514e-05
7,73,0,0.000233072,3.43069e-05
7,74,0,0.000181604,2.18717e-05
7,75,0,0.000141595,1.31796e-05
7,76,0,0.000106824,7.21383e-06
7,77,0,8.05163e-05,3.21428e-06
7,78,0,5.77793e-05,6.37239e-07
7,79,0,4.11553e-05,0.0
7,80,0,2.73325e-05,0.0
7,81,0,1.75897e-05,0.0
7,82,0,9.91187e-06,0.0
7,83,0,4.89756e-06,0.0
7,84,0,1.28318e-06,0.0
7,85,0,0.0,0.0
7,86,0,0.0,0.0
7,87,0,0.0,0.0
7,88,0,0.0,0.0
7,89,0,0.0,0.0
7,90,0,0.0,0.0
7,91,0,0.0,0.0
7,92,0,0.0,0.0
7,93,0,0.0,0.0
7,94,0,0.0,0.0
7,95,0,0.0,0.0
8,0,0,2392010.0,3211600.0
8,1,0,1780030.0,2380670.0
8,2,0,1299190.0,1727990.0
8,3,0,949485.0,1253570.0
8,4,0,692065.0,908762.0
8,5,0,505082.0,658311.0
8,6,0,367598.0,476520.0
8,7,0,267880.0,344658.0
8,8,0,194648.0,249080.0
8,9,0,141618.0,179853.0
8,10,0,102725.0,129752.0
8,11,0,74608.9,93521.1
8,12,0,54017.3,67342.5
8,13,0,39158.7,48443.4
8,14,0,28293.1,34812.0
8,15,0,20468.3,24989.2
8,16,0,14755.9,17917.9
8,17,0,10651.0,12832.3
8,18,0,7659.86,9178.91
8,19,0,5515.51,6557.17
8,20,0,3956.12,4677.97
8,21,0,2841.05,3332.62
8,22,0,2031.95,2370.69
8,23,0,1455.05,1683.79
8,24,0,1037.49,1193.98
8,25,0,740.659,845.198
8,26,0,526.24,597.324
8,27,0,372.602,419.095
8,28,0,263.904,295.131
8,29,0,187.173,207.427
8,30,0,132.086,145.49
8,31,0,93.3437,101.834
8,32,0,65.5893,71.0836
8,33,0,46.1676,49.5152
8,34,0,32.3295,34.4209
8,35,0,22.6915,23.8855
8,36,0,15.843,16.5428
8,37,0,11.0943,11.4399
8,38,0,7.72973,7.90179
8,39,0,5.4063,5.45405
8,40,0,3.7639,3.76404
8,41,0,2.63355,2.59913
8,42,0,1.83511,1.79718
8,43,0,1.28637,1.2447
8,44,0,0.899319,0.865622
8,45,0,0.63339,0.603987
8,46,0,0.444936,0.423285
8,47,0,0.315453,0.298086
8,48,0,0.223222,0.211003
8,49,0,0.159763,0.150158
8,50,0,0.11422,0.107443
8,51,0,0.0827728,0.0772847
8,52,0,0.0600705,0.0559731
8,53,0,0.0442063,0.0406406
8,54,0,0.0325754,0.0296592
8,55,0,0.0244183,0.0217223
8,56,0,0.0183559,0.0159551
8,57,0,0.0140459,0.0117443
8,58,0,0.0107761,0.00865522
8,59,0,0.00841825,0.00640191
8,60,0,0.0065807,0.00472077
8,61,0,0.00524731,0.00348303
8,62,0,0.00418224,0.0025665
8,63,0,0.00338793,0.00188794
8,64,0,0.00273084,0.00138437
8,65,0,0.00223293,0.00101149
8,66,0,0.00181163,0.000735835
8,67,0,0.00148568,0.000532347
8,68,0,0.00120384,0.000382885
8,69,0,0.000983049,0.000273137
8,70,0,0.000790021,0.000193776
8,71,0,0.000638896,0.000135714
8,72,0,0.000506913,9.39605e-05
8,73,0,0.000403203,6.41616e-05
8,74,0,0.000313123,4.30877e-05
8,75,0,0.000243226,2.83441e-05
8,76,0,0.00018337,1.81614e-05
8,77,0,0.000138129,1.12373e-05
8,78,0,9.96179e-05,6.6205e-06
8,79,0,7.14761e-05,3.6063e-06
8,80,0,4.83877e-05,1.71747e-06
8,81,0,3.21076e-05,5.69638e-07
8,82,0,1.94006e-05,0.0
8,83,0,1.10459e-05,0.0
8,84,0,5.02071e-06,0.0
8,85,0,1.60368e-06,0.0
8,86,0,0.0,0.0
8,87,0,0.0,0.0
8,88,0,0.0,0.0
8,89,0,0.0,0.0
8,90,0,0.0,0.0
8,91,0,0.0,0.0
8,92,0,0.0,0.0
8,93,0,0.0,0.0
8,94,0,0.0,0.0
8,95,0,0.0,0.0
9,0,0,4060590.0,5604660.0
9,1,0,3015920.0,4144060.0
9,2,0,2195920.0,2998750.0
9,3,0,1600600.0,2168740.0
9,4,0,1163790.0,1567290.0
9,5,0,847059.0,1131770.0
9,6,0,614947.0,816619.0
9,7,0,446894.0,588737.0
9,8,0,323897.0,424083.0
9,9,0,234990.0,305206.0
9,10,0,170011.0,219448.0
9,11,0,123124.0,157635.0
9,12,0,88905.9,113120.0
9,13,0,64261.1,81091.1
9,14,0,46304.5,58067.8
9,15,0,33397.8,41534.1
9,16,0,24010.4,29673.1
9,17,0,17277.9,21173.1
9,18,0,12390.6,15088.6
9,19,0,8893.88,10738.1
9,20,0,6360.94,7631.29
9,21,0,4553.33,5415.37
9,22,0,3246.99,3836.99
9,23,0,2317.43,2714.24
9,24,0,1647.39,1916.77
9,25,0,1172.02,1351.15
9,26,0,830.179,950.832
9,27,0,585.682,664.188
9,28,0,413.487,465.664
9,29,0,292.189,325.809
9,30,0,205.499,227.475
9,31,0,144.665,158.472
9,32,0,101.288,110.089
9,33,0,71.0031,76.3112
9,34,0,49.531,52.7841
9,35,0,34.6112,36.4423
9,36,0,24.0651,25.109
9,37,0,16.7706,17.2725
9,38,0,11.6317,11.8669
9,39,0,8.09257,8.14664
9,40,0,5.60646,5.59163
9,41,0,3.90049,3.83988
9,42,0,2.70383,2.64048
9,43,0,1.88401,1.81865
9,44,0,1.3102,1.25784
9,45,0,0.917301,0.872868
9,46,0,0.64109,0.608414
9,47,0,0.451955,0.426168
9,48,0,0.318344,0.300077
9,49,0,0.226672,0.212437
9,50,0,0.161426,0.151231
9,51,0,0.11646,0.108235
9,52,0,0.0842603,0.0780036
9,53,0,0.0617766,0.0563609
9,54,0,0.045418,0.0409354
9,55,0,0.0339441,0.0298399
9,56,0,0.025471,0.0218156
9,57,0,0.0194393,0.0159851
9,58,0,0.0148888,0.0117272
9,59,0,0.0116017,0.0086359
9,60,0,0.00905397,0.00634018
9,61,0,0.00719577,0.00465782
9,62,0,0.0057211,0.0034178
